"elimfilters_sku","source_sku","segment","production_tier","missing_data_count","missing_components"
"EL52010","HU12010X","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL52105","HU12105","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51291","HU1291Z","Oil Filter","TIER_P4","2","OEM | Applications"
"EL53120","HU13120","Oil Filter","TIER_P4","2","OEM | Applications"
"ELHU131255Z","HU13125/5Z","Oil Filter","TIER_P5","2","Competitor | Applications"
"EL51381","HU1381","Oil Filter","TIER_P4","2","OEM | Applications"
"EL55008","HU5008Z","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL56002","HU6002ZM","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL56006","HU6006ZM","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL56122","HU612/2X","Oil Filter","TIER_P5","2","OEM | Competitor"
"ELHU6152X","HU615/2X","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50692","HU69/2","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL57011","HU7011Z","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL57044","HU7044Z","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL57075","HU7075Z","Oil Filter","TIER_P5","2","Competitor | Specifications"
"EL51151","HU711/51XM","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL57115","HU711/5X","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL50712","HU712X","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50713","HU713X","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL57182","HU718/2X","Oil Filter","TIER_P5","2","OEM | Competitor"
"ELHU7184X","HU718/4X","Oil Filter","TIER_P4","2","OEM | Applications"
"ELHU7184Y","HU718/4Y","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50721","HU721","Oil Filter","TIER_P4","2","OEM | Applications"
"EL58231","HU823/1X","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL59326","HU932/6X","Oil Filter","TIER_P5","2","OEM | Competitor"
"EF50012","PU10012ZKIT","Fuel Filter","TIER_P5","2","Competitor | Specifications"
"EF50015","PU10015X","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50231","PU10023/1","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51046","PU1046X","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF51060","PU1060X","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF52024","PU12024Z","Fuel Filter","TIER_P5","2","Competitor | Specifications"
"EF53002","PU13002X","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF53005","PU13005Z","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF53007","PU13007Z","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF55002","PU5002Z","Fuel Filter","TIER_P5","2","Competitor | Applications"
"EF50201","PU8020/1X","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF58027","PU8027","Fuel Filter","TIER_P4","2","OEM | Specifications"
"EF58031","PU8031X","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF58341","PU834/1X","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF58351","PU835/1X","Fuel Filter","TIER_P5","2","Competitor | Specifications"
"EF50835","PU835X","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF59002","PU9002X","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF59005","PU9005Z","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EFPU9041Z","PU9041Z","Fuel Filter","TIER_P5","2","Competitor | Applications"
"EF50910","PU910","Fuel Filter","TIER_P5","2","Competitor | Specifications"
"EF50932","PU932X","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50935","PU935X","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50936","PU936X","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50966","PU966X","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50999","PU999X","Fuel Filter","TIER_P4","2","OEM | Applications"
"EA52347","SP2347","Air Filter","TIER_P5","2","OEM | Competitor"
"EA52747","SP2747","Air Filter","TIER_P5","2","OEM | Competitor"
"EA52841","SP2841","Air Filter","TIER_P5","2","OEM | Competitor"
"EL51020","W1020","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51006","W11006","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51024","W11102/4","Oil Filter","TIER_P5","2","OEM | Competitor"
"ELW1110245","W11102/45","Oil Filter","TIER_P5","2","Competitor | Applications"
"EL51168","W11168","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51181","W11181","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL52611","W1126/11","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51127","W1127","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL51128","W1128","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51504","W1150/4","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51505","W1150/5","Oil Filter","TIER_P5","2","OEM | Competitor"
"ELW11509","W1150/9","Oil Filter","TIER_P5","2","Competitor | Applications"
"EL51684","W1168/4","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51687","W1168/7","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51184","W1184","Oil Filter","TIER_P4","2","OEM | Applications"
"EL52012","W12012","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL52104","W12104","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL52106","W12106","Oil Filter","TIER_P4","2","OEM | Applications"
"EL52110","W12110","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL52120","W12120","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL52051","W12205/1","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL52052","W12205/2","Oil Filter","TIER_P4","2","OEM | Applications"
"EL52250","W12250","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL52371","W1237/1X","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL51237","W1237X","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL52602","W12602","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL51265","W1265","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL53100","W13100","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL53118","W13118","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL53145","W13145","Oil Filter","TIER_P5","2","OEM | Competitor"
"ELW1314511","W13145/11","Oil Filter","TIER_P5","2","Competitor | Applications"
"EL51459","W13145/9","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51501","W13150/1","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51374","W1374","Oil Filter","TIER_P4","2","OEM | Applications"
"EL53741","W1374/1","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57410","W1374/10","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57411","W1374/11","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL53747","W1374/7","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51387","W1387","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51410","W1410","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51428","W1428","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL56019","W6019M","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL51080","W610/80","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51081","W610/81","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51082","W610/82","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51083","W610/83","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50681","W68/1","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL56880","W68/80","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL57012","W7012","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL57023","W7023M","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL51180","W711/80","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL57121","W712/1N","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL51222","W712/22","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL57122","W712/2N","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL51255","W712/55","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL57125","W712/5X","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL51261","W712/61","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL56610","W712/66(10)","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL57128","W712/8","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL57131","W713/1","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51313","W713/13","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51315","W713/15","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51322","W713/22","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51323","W713/23","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57134","W713/4","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57135","W713/5","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57136","W713/6","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50717","W717","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57171","W717/1","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57182","W718/2","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51916","W719/16","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57191","W719/1X","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51923","W719/23","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51925","W719/25","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51926","W719/26","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51928","W719/28","Oil Filter","TIER_P4","2","OEM | Applications"
"EL53010","W719/30(10)","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51932","W719/32","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51937","W719/37","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL54510","W719/45(10)","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59510","W719/5(10)","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57196","W719/6","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57199","W719/9","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50724","W724","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57242","W724/2","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57244","W724/4","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57245","W724/5","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57303","W730/3","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL50735","W735","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50752","W75/2","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50754","W75/4","Oil Filter","TIER_P4","2","OEM | Applications"
"EL58004","W8004","Oil Filter","TIER_P4","2","OEM | Applications"
"EL58038","W8038","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL58050","W8050","Oil Filter","TIER_P5","2","Competitor | Specifications"
"EL50811","W811","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51180","W811/80IBAOYANG","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51181","W811/81X","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51184","W811/84","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51185","W811/85","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL50812","W812","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL58136","W813/6","Oil Filter","TIER_P4","2","OEM | Applications"
"EL58151","W815/1","Oil Filter","TIER_P4","2","OEM | Applications"
"EL58153","W815/3X","Oil Filter","TIER_P4","2","OEM | Applications"
"EL58154","W815/4","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51580","W815/80X","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51582","W815/82","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51780","W817/80","Oil Filter","TIER_P4","2","OEM | Applications"
"EL58182","W818/2","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL58251","W825/1","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL50830","W830","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59018","W9018","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59032","W9032","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59053","W9053","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59057","W9057","Oil Filter","TIER_P5","2","OEM | Competitor"
"ELW9093","W9093","Oil Filter","TIER_P5","2","Competitor | Applications"
"EL51411","W914/11","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51413","W914/13","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51414","W914/14","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51415","W914/15","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51417","W914/17","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51420","W914/20","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51424","W914/24","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59142","W914/2N","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59143","W914/3","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59145","W914/5","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59147","W914/7","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59147","W914/7X","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59148","W914/8","Oil Filter","TIER_P4","2","OEM | Applications"
"EL51480","W914/80","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59149","W914/9","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59149","W914/9X","Oil Filter","TIER_P4","2","OEM | Applications"
"EL56110","W916/1(10)","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL59161","W916/1X","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL51710","W917(10)","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59182","W918/2X","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL52110","W920/21(10)","Oil Filter","TIER_P4","2","OEM | Specifications"
"EL52024","W920/24","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59203","W920/3X","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL59206","W920/6","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL52080","W920/80","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL50921","W921","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL52181","W921/81","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50923","W923","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59236","W923/6","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50928","W928","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59292","W929/2","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL53282","W932/82","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL53380","W933/80","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL54010","W940(10)","Oil Filter","TIER_P4","2","OEM | Applications"
"EL55016","W950/16","Oil Filter","TIER_P5","2","OEM | Competitor"
"ELW95024","W950/24","Oil Filter","TIER_P5","2","Competitor | Applications"
"EL55031","W950/31","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59505","W950/5","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59508","W950/8","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59505","W9505","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59511","W951/1","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50954","W954","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50961","W961","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL56211","W962/11","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51144","WA1144","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59001","WA9001","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59190","WA9190","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL50923","WA923","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59231","WA923/1","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59235","WA923/5","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59236","WA923/6","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL54011","WA940/11","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL54012","WA940/12","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL54015","WA940/15","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL54017","WA940/17","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL54022","WA940/22","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL54023","WA940/23","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL59403","WA940/3","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL59409","WA940/9","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL50950","WA950","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59563","WA956/3","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL53125","WD13125","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL54515","WD13145/15","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL54520","WD13145/20","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL53747","WD1374/7","Oil Filter","TIER_P4","2","OEM | Applications"
"EL57243","WD724/3","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL57244","WD724/4","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL57314","WD731/4","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59001","WD9001","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59205","WD920/5","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59207","WD920/7","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL54014","WD940/14","Oil Filter","TIER_P5","2","OEM | Competitor"
"ELWD94026","WD940/26","Oil Filter","TIER_P5","2","Competitor | Applications"
"EL59406","WD940/6","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59501","WD950/1","Oil Filter","TIER_P4","2","OEM | Applications"
"EL56214","WD962/14","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51021","WDK11102/1","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL50211","WDK11102/11","Oil Filter","TIER_P5","2","OEM | Competitor"
"ELWDK1110217","WDK11102/17","Oil Filter","TIER_P5","2","Competitor | Applications"
"EL51024","WDK11102/4","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL51029","WDK11102/9","Oil Filter","TIER_P5","2","OEM | Competitor"
"ELWDK1170","WDK1170","Oil Filter","TIER_P5","2","Competitor | Applications"
"ELWDK131452","WDK13145/2","Oil Filter","TIER_P5","2","Competitor | Applications"
"ELWDK7192","WDK719/2","Oil Filter","TIER_P5","2","Competitor | Applications"
"ELWDK94023","WDK940/23","Oil Filter","TIER_P5","2","Competitor | Applications"
"ELWDK96211","WDK962/11","Oil Filter","TIER_P5","2","Competitor | Applications"
"ELWDK96214","WDK962/14","Oil Filter","TIER_P5","2","Competitor | Applications"
"EL59991","WDK999/1","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL53145","WDV13145","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50920","WDV920","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59402","WDV940/2","Oil Filter","TIER_P4","2","OEM | Applications"
"EL59501","WDV950/1","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50962","WDV962","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50914","WF914","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL59142","WF914/2","Oil Filter","TIER_P3","2","Applications | Specifications"
"EL59303","WF930/3","Oil Filter","TIER_P4","2","OEM | Applications"
"EL50003","WH10003","Oil Filter","TIER_P4","2","OEM | Applications"
"EL52010","WH12010","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL57001","WH7001","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL50722","WH722","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL50723","WH723","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL58001","WH8001","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59001","WH9001","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59005","WH9005","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59007","WH9007","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59801","WH980/1","Oil Filter","TIER_P5","2","OEM | Competitor"
"EL59809","WH980/9","Oil Filter","TIER_P5","2","OEM | Competitor"
"EF50002","WK10002","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50003","WK10003","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50005","WK10005","Fuel Filter","TIER_P5","2","Competitor | Specifications"
"EF50012","WK10012X","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50027","WK10027","Fuel Filter","TIER_P5","2","Competitor | Specifications"
"EF50060","WK10060","Fuel Filter","TIER_P5","2","Competitor | Specifications"
"EF51040","WK1040","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51060","WK1060","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50601","WK1060/1","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51029","WK11029Z","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51044","WK11044","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EFWK11076Z","WK11076Z","Fuel Filter","TIER_P5","2","Competitor | Applications"
"EF51231","WK1123/1","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51145","WK1145","Fuel Filter","TIER_P3","2","Applications | Specifications"
"EF52003","WK12003","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF52010","WK12010","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF52020","WK12020","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF52901","WK12290/1","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50212","WK21/2","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF51210","WK21/2(10)","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF53002","WK3002","Fuel Filter","TIER_P3","2","Applications | Specifications"
"EF50313","WK31/3","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50314","WK31/4","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50315","WK31/5","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50316","WK31/6","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50317","WK31/7","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50318","WK31/8","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50319","WK31/9","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50321","WK32/1","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50323","WK32/3","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50324","WK32/4","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50325","WK32/5","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50042","WK42","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF54211","WK42/11","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF54213","WK42/13","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50426","WK42/6","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50428","WK42/8","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF54280","WK42/80","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF54282","WK42/82","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF54283","WK42/83","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50043","WK43","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50431","WK43/1","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50438","WK43/8","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50446","WK44/6","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50447","WK44/7","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50045","WK45","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50451","WK45/1","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50047","WK47","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF55005","WK5005Z","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF55008","WK5008","Fuel Filter","TIER_P3","2","Applications | Specifications"
"EF50504","WK504","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF55122","WK512/2","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF55134","WK513/4","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF55135","WK513/5","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50519","WK519","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50052","WK52","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50523","WK523","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50056","WK56","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50562","WK56/2","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50563","WK56/3","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF50057","WK57","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF56006","WK6006","Fuel Filter","TIER_P3","2","Applications | Specifications"
"EF56031","WK6031M","Fuel Filter","TIER_P3","2","Applications | Specifications"
"EF56039","WK6039","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF56054","WK6054","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF56121","WK612/1","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF56124","WK612/4","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF56132","WK613/2","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF56133","WK613/3","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF50614","WK614","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF56141","WK614/1","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51410","WK614/10","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51412","WK614/12X","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51413","WK614/13","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51414","WK614/14","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51415","WK614/15","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51416","WK614/16","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51417","WK614/17","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51419","WK614/19","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF56142","WK614/2","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF51421","WK614/21","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51423","WK614/23","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51425","WK614/25","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51426","WK614/26X","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51427","WK614/27","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51428","WK614/28","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51429","WK614/29","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51430","WK614/30","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51431","WK614/31","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51432","WK614/32","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF51434","WK614/34","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51435","WK614/35","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF51437","WK614/37","Fuel Filter","TIER_P4","2","OEM | Applications"
"EF51439","WK614/39","Fuel Filter","TIER_P5","2","OEM | Competitor"
"EF56143","WK614/3X","Fuel Filter","TIER_P5","2","OEM | Competitor"
